"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
2019-08-13 15:50:02,-10.1981,-77.2861,14.88,4.9,"mww",NA,125,1.83,1.02,"us","us600054jd","2019-11-02T15:26:04.040Z","66km SW of La Union, Peru","earthquake",4.5,4.9,0.103,9,"reviewed","us","us"
2019-08-11 04:36:37,-8.7343,-74.5063,143.27,4.5,"mb",NA,77,2.043,0.66,"us","us600053mk","2019-10-29T20:33:58.040Z","39km S of Pucallpa, Peru","earthquake",8.2,8.4,0.049,120,"reviewed","us","us"
2019-08-09 22:27:53,-16.0521,-70.2685,195.21,4.5,"mb",NA,117,1.705,0.91,"us","us6000536m","2019-10-29T20:33:51.040Z","34km SW of Puno, Peru","earthquake",8.3,8.4,0.104,27,"reviewed","us","us"
2019-08-08 04:39:23,-14.8937,-76.0847,19.1,4.9,"mww",NA,100,2.981,0.79,"us","us6000527g","2019-10-29T20:33:42.040Z","87km SSW of Santiago, Peru","earthquake",8.2,4,0.086,13,"reviewed","us","us"
2019-08-05 07:48:47,-11.6528,-76.425,91.47,4.5,"mb",NA,93,0.526,0.77,"us","us600050r7","2019-10-19T21:42:12.040Z","21km N of Matucana, Peru","earthquake",8.4,7.2,0.061,79,"reviewed","us","us"
2019-08-04 01:34:09,-16.6727,-69.8558,187.92,4.2,"mb",NA,138,0.979,0.66,"us","us600052yr","2019-10-19T21:42:20.040Z","66km SW of Juli, Peru","earthquake",11.8,9.3,0.186,8,"reviewed","us","us"
2019-07-31 09:41:41,-2.0531,-78.9503,10,4.4,"mb",NA,108,0.512,0.76,"us","us60004xw5","2019-10-19T21:42:01.040Z","20km NW of Alausi, Ecuador","earthquake",5.6,1.9,0.057,90,"reviewed","us","us"
2019-07-30 12:25:29,-1.9299,-77.939,142.98,4.2,"mb",NA,72,1.316,0.9,"us","us600051ul","2019-10-19T21:42:15.040Z","25km S of Palora, Ecuador","earthquake",7.4,7,0.088,36,"reviewed","us","us"
2019-07-24 02:41:29,-2.8066,-78.1428,10,4.3,"mb",NA,123,1.163,0.62,"us","us60004ykh","2019-10-11T20:12:24.040Z","37km S of Sucua, Ecuador","earthquake",7.8,1.9,0.097,30,"reviewed","us","us"
2019-07-23 11:44:56,-2.3592,-76.291,144.08,4.9,"mb",NA,73,2.735,0.66,"us","us70004r5c","2019-10-11T20:12:23.040Z","196km ESE of Palora, Ecuador","earthquake",6.9,6.2,0.024,537,"reviewed","us","us"
2019-07-23 11:41:19,-15.6808,-74.625,35,4.7,"mb",NA,90,4.256,0.91,"us","us70004r5b","2019-10-11T20:12:23.040Z","27km S of Acari, Peru","earthquake",7.2,1.9,0.045,152,"reviewed","us","us"
2019-07-10 02:07:25,-15.6409,-70.0978,235.99,4.3,"mb",NA,153,1.998,0.83,"us","us70004nze","2019-09-28T20:01:28.040Z","7km NE of Atuncolla, Peru","earthquake",11.6,8.1,0.094,32,"reviewed","us","us"
2019-07-08 21:05:37,-18.1588,-70.1765,102.57,4,"mb",NA,136,0.263,0.88,"us","us70004f5w","2019-09-26T14:31:01.040Z","18km SSE of Tacna, Peru","earthquake",8.8,6.1,0.183,8,"reviewed","us","us"
2019-07-08 08:05:47,-15.8048,-73.3568,74.66,4.4,"mb",NA,123,3.85,0.69,"us","us70004n2z","2019-09-26T14:31:11.040Z","96km SSE of Coracora, Peru","earthquake",5.6,7.8,0.078,47,"reviewed","us","us"
2019-07-05 01:54:52,-9.257,-79.7689,35,4.5,"mb",NA,178,2.509,1.35,"us","us70004ajh","2019-09-26T14:30:15.040Z","126km WSW of Puerto Santa, Peru","earthquake",9.4,2,0.14,15,"reviewed","us","us"
2019-07-04 18:21:00,-4.2394,-80.3853,61.73,4.8,"mb",NA,145,2.09,0.58,"us","us70004a2l","2019-09-26T14:30:10.040Z","42km ESE of Papayal, Peru","earthquake",8.2,3.2,0.06,85,"reviewed","us","us"
